ADDRESS_DESCRIPTION,CITY,CLEARANCE_DATE,CLEARANCE_DETAIL_STATUS,CLEARANCE_STATUS,CMPD_PATROL_DIVISION,DATE_INCIDENT_BEGAN,DATE_INCIDENT_END,DATE_REPORTED,DIVISION_ID,GlobalID,HIGHEST_NIBRS_CODE,HIGHEST_NIBRS_DESCRIPTION,INCIDENT_REPORT_ID,LATITUDE_PUBLIC,LOCATION,LOCATION_TYPE_DESCRIPTION,LONGITUDE_PUBLIC,NPA,OBJECTID,PLACE_DETAIL_DESCRIPTION,PLACE_TYPE_DESCRIPTION,STATE,X_COORD_PUBLIC,YEAR,Y_COORD_PUBLIC,ZIP,geometry_type,coordinates_lon,coordinates_lat,coordinates_json
Location of occurrence,CHARLOTTE,,Open,Open,Eastway,1745107200000,1745107200000,1745107200000,06,{C0EE749B-CFF6-4964-9392-47C83B243535},90Z,All Other Offenses,20250420-0953-01,35.21881,1800 COMMONWEALTH AV,Indoors,-80.814104,315,1598,Apartment/Duplex Private Res,Residential,NC,1458223,2025,539513,28205,Point,-80.81410390543768,35.21881006326483,
Location of occurrence,CHARLOTTE,,Open,Open,Eastway,1648684800000,1648684800000,1648684800000,06,{1DDD862B-1C02-4B87-90E2-9CB3EBB11DFF},90Z,All Other Offenses,20220331-1118-02,35.20523,5700 CENTRAL AV,Outdoors,-80.750028,164,1599,Street/Highway,Open Area,NC,1477270,2022,534228,28205,Point,-80.750027823719,35.20523038796694,
Location of occurrence,CHARLOTTE,,Open,Open,Freedom,1703980800000,1703980800000,1703980800000,27,{824D6BA0-FAAD-4B08-AAB9-DD96A32BFF2E},290,Damage/Vandalism Of Property,20231231-1715-02,35.237906,4100 BABBLING BROOK WY,Outdoors,-80.903911,387,1600,Apartment/Duplex Private Res,Residential,NC,1431539,2023,546964,,Point,-80.90391054150702,35.23790641136569,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1527206400000,,1527206400000,21,{5CD22C08-9FAB-4D58-92FC-3A624EA1E87E},899,Other Unlisted Non-Criminal,20180525-0541-01,35.149161,3200 MISTLETOE DR,Outdoors,-80.933896,96,1601,Apartment/Duplex Private Res,Residential,NC,1421958,2018,514845,28273,Point,-80.93389611780371,35.14916122856983,
Location of occurrence,CHARLOTTE,1644969600000,Unfounded,Unfounded,University City,1643587200000,1643587200000,1643587200000,14,{4088D2DB-B168-4231-A437-463188D3D254},23H,All Other Thefts,20220131-1736-06,35.307684,8600 J M KEYNES DR,Indoors,-80.752355,66,1602,Hotel/Motel,Commercial Place,NC,1477233,2022,571522,28262,Point,-80.75235543195865,35.307683715814186,
Location of occurrence,CHARLOTTE,1767571200000,Located (Missing Persons and Runaways only),Exceptionally Cleared,Steele Creek,1766275200000,,1766275200000,21,{FD75F847-3ED4-496F-AF75-1CD2FC010437},800,Missing Person,20251221-2006-03,35.146954,400 PRESIDENTS CT,Outdoors,-80.899066,54,1603,Private Residence,Residential,NC,1432352,2025,513841,,Point,-80.89906628453238,35.14695438045465,
Location of occurrence,CHARLOTTE,1768780800000,Cleared by Arrest,Cleared by Arrest,Freedom,1767225600000,1767225600000,1767225600000,27,{4DEFC276-A848-4B3A-BB76-4A8DF604D2AF},13A,Aggravated Assault,20260101-1729-01,35.245803,2500 LITTLE ROCK RD,Outdoors,-80.936935,119,1604,Grocery Store/Supermarket,Retail,NC,1421736,2026,550028,28208,Point,-80.9369350539931,35.245802630602654,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1519084800000,1519171200000,1519171200000,21,{E6289EEA-1037-4668-8D85-FECDD9FF2A5D},23F,Theft From Motor Vehicle,20180221-1235-02,35.11718,8300 RIVERBIRCH DR,Outdoors,-80.869997,142,1605,Other - Open Area,Open Area,NC,1440836,2018,502842,,Point,-80.86999674873117,35.11718031917223,
Location of occurrence,CHARLOTTE,1578009600000,Cleared by Arrest,Cleared by Arrest,Steele Creek,1577577600000,1577577600000,1577577600000,21,{B4307FA6-E507-4D21-A8FC-28B8D9D8F070},13A,Aggravated Assault,20191229-1908-01,35.126532,8000 ANDOVER CREEK DR,Indoors,-80.869134,12,1606,Apartment/Duplex Private Res,Residential,NC,1441158,2019,506240,28217,Point,-80.86913408921166,35.126532043413484,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1734912000000,1734998400000,1734998400000,01,{6DFD893B-E674-4D41-94CE-F6DD9784BC5E},23F,Theft From Motor Vehicle,20241224-0145-00,35.217008,200 E BLAND ST,Parking Deck,-80.854286,3,1607,Apartment/Duplex Private Res,Residential,NC,1446212,2024,539079,,Point,-80.85428553708849,35.21700803511012,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1644192000000,1644192000000,1644192000000,21,{217C2C2A-F1E9-4E1E-8D84-ECD01E6AC846},23C,Shoplifting,20220207-1030-00,35.143544,8100 S TRYON ST,Indoors,-80.929226,96,1608,Grocery Store/Supermarket,Retail,NC,1423314,2022,512774,28273,Point,-80.92922599419197,35.143544308179074,
Location of occurrence,CHARLOTTE,1621814400000,Cleared by Arrest,Cleared by Arrest,Metro,1621814400000,,1621814400000,02,{9FFEA7F5-0AE8-4EF0-99A1-15242C6F392E},280,Stolen Property Offenses,20210524-1955-00,35.262992,2100 BEATTIES FORD RD,Outdoors,-80.854716,70,1609,Grocery Store/Supermarket,Retail,NC,1446396,2021,555814,28216,Point,-80.85471638913758,35.26299160040537,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1531785600000,1531785600000,1531958400000,01,{85B9E736-2372-4CDC-AFE7-85D4433A0654},220,Burglary/B&E,20180719-1041-01,35.226243,300 E TRADE ST,Indoors,-80.841973,476,1610,Other - Public/Non-Residential,Public/Non-Residential,NC,1449951,2018,542371,,Point,-80.84197338184185,35.2262430549653,
Location of occurrence,CHARLOTTE,,Open,Open,North,1769212800000,1769212800000,1769212800000,11,{BAF6897B-8A58-4875-8AB2-45D7521B6E8A},220,Burglary/B&E,20260124-0917-02,35.299779,4300 BOBTERRY CT,Outdoors,-80.852327,139,1611,Private Residence,Residential,NC,1447359,2026,569187,28216,Point,-80.852326741972,35.299778841854724,
Location of occurrence,CHARLOTTE,1738195200000,Cleared by Arrest,Cleared by Arrest,Providence,1738195200000,1738195200000,1738195200000,16,{6FE8D10B-C855-4493-8BEE-789D19366F99},13A,Aggravated Assault,20250130-1239-03,35.202478,3200 E INDEPENDENCE BV,Outdoors,-80.789533,366,1612,Street/Highway,Open Area,NC,1465453,2025,533437,,Point,-80.78953329814692,35.20247848928063,
Location of occurrence,CHARLOTTE,1644192000000,Victim Chose not to Prosecute,Exceptionally Cleared,Independence,1643155200000,1643673600000,1643846400000,17,{92E872A2-6302-4015-948F-7BAEDD74FC2B},90Z,All Other Offenses,20220203-0729-02,35.15897,8100 RUNAWAY BAY DR,Other,-80.74444,270,1613,Apartment/Duplex Private Res,Residential,NC,1478643,2022,517365,28212,Point,-80.74444019474996,35.15896970502939,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1594857600000,1594857600000,1594857600000,01,{ECC44288-6E4C-451E-9C7C-D61C7D82B481},803,Overdose,20200716-0711-01,35.219532,200 S MCDOWELL ST,Indoors,-80.836209,476,1614,Hotel/Motel,Commercial Place,NC,1451627,2020,539897,28202,Point,-80.83620894195128,35.21953179363605,
Location of occurrence,CHARLOTTE,1615939200000,Cleared by Arrest,Cleared by Arrest,North,1614729600000,1614729600000,1614729600000,11,{17F33EC0-A49A-4AF0-8BF7-C26577C0F419},120,Robbery,20210303-0318-02,35.277241,4200 STATESVILLE RD,Indoors,-80.834676,125,1615,Convenience Store,Retail,NC,1452473,2021,560888,28269,Point,-80.83467566802253,35.27724103149725,
Location of occurrence,CHARLOTTE,1601596800000,Cleared by Arrest,Cleared by Arrest,Independence,1601510400000,1601510400000,1601510400000,17,{BF17AE8F-B75C-4F99-A86C-789F4DEBF6EB},13C,Intimidation,20201001-1810-04,35.156723,6900 FERNWOOD DR,Parking Lot,-80.755726,23,1616,Apartment/Duplex Private Res,Residential,NC,1475256,2020,516607,28212,Point,-80.75572575734051,35.15672321530935,
Location of occurrence,CHARLOTTE,,Open,Open,North,1726790400000,1726790400000,1726790400000,11,{B5FDA3B4-7EB2-477E-B834-3CA4AA774138},23F,Theft From Motor Vehicle,20240920-0915-00,35.362689,20300 LOBO LN,Parking Lot,-80.857155,72,1617,Apartment/Duplex Private Res,Residential,NC,1446347,2024,592106,28216,Point,-80.85715491939001,35.36268858421809,
Location of occurrence,CHARLOTTE,1656115200000,Victim Chose not to Prosecute,Exceptionally Cleared,Independence,1655164800000,1655164800000,1655164800000,17,{92AC80F9-1683-46D0-B4DD-345C55262783},13B,Simple Assault,20220614-0917-00,35.176147,6100 E INDEPENDENCE BV,Parking Lot,-80.749654,180,1618,Auto Parts/Service Center,Retail,NC,1477195,2022,523643,,Point,-80.74965433996488,35.176147036849265,
Location of occurrence,CHARLOTTE,1735603200000,Victim Chose not to Prosecute,Exceptionally Cleared,Hickory Grove,1735516800000,1735516800000,1735516800000,12,{F845A476-5DB5-4383-91F1-CCB0D4A7D98B},13B,Simple Assault,20241230-0202-00,35.21871,7500 SPRING SPRUCE LN,Indoors,-80.66394,229,1619,Private Residence,Residential,NC,1503064,2024,538691,,Point,-80.663940088863,35.21871008630324,
Location of occurrence,CHARLOTTE,,Open,Open,Independence,1518566400000,1518652800000,1518652800000,17,{0BBD7DD4-926B-4A95-B04C-F17ECCF7597E},23G,Theft of Motor Vehicle Parts from Vehicle,20180215-1427-03,35.156088,7700 CREEKRIDGE RD,Parking Lot,-80.741521,248,1620,Apartment/Duplex Private Res,Residential,NC,1479497,2018,516301,28212,Point,-80.74152088169187,35.15608780448666,
Location of occurrence,CHARLOTTE,1486598400000,Cleared by Arrest,Cleared by Arrest,Metro,1486598400000,1486598400000,1486598400000,02,{B75A32D6-C437-4661-9ECC-FE1A5F145D9D},35B,Drug Equipment Violations,20170209-1230-01,35.239566,100 DALTON AV,Outdoors,-80.827998,157,1621,Street/Highway,Open Area,NC,1454213,2017,547142,28206,Point,-80.82799844320023,35.23956638664775,
Location of occurrence,CHARLOTTE,1653955200000,Cleared by Other Means,Exceptionally Cleared,North,1651881600000,1651881600000,1651881600000,11,{7F77BE86-3C21-4F5E-AEE0-349C4A0E6EFE},35A,Drug/Narcotic Violations,20220507-2112-04,35.279478,4700 WOODSTONE DR,Outdoors,-80.812051,160,1622,Street/Highway,Open Area,NC,1459239,2022,561578,28269,Point,-80.8120511478984,35.27947803365184,
Location of occurrence,CHARLOTTE,,Open,Open,Eastway,1636070400000,1636070400000,1636070400000,06,{D1F0C34F-EFBC-4962-B471-FF01DCCBD324},120,Robbery,20211105-0053-01,35.246379,3200 YADKIN AV,Outdoors,-80.8051,343,1623,Street/Highway,Open Area,NC,1461094,2021,549496,28205,Point,-80.80510044562669,35.246379254483195,
Location of occurrence,CHARLOTTE,1533772800000,Cleared by Arrest,Cleared by Arrest,Steele Creek,1531699200000,1531699200000,1531699200000,21,{B6F83A43-48BD-489B-B6EC-DC16136FE536},23C,Shoplifting,20180716-1438-00,35.098822,12800 WALKER BRANCH DR,Indoors,-80.98636,289,1624,Department Store,Retail,NC,1405912,2018,496838,,Point,-80.98636013523189,35.09882235863231,
Location of occurrence,CHARLOTTE,1713484800000,Cleared by Other Means,Exceptionally Cleared,Westover,1713052800000,1713484800000,1713484800000,26,{6F30D81D-D805-4C71-B930-7A4EB8600361},899,Other Unlisted Non-Criminal,20240419-1051-03,35.172419,4600 FAIRBLUFF PL,Outdoors,-80.86788,393,1625,Private Residence,Residential,NC,1441847,2024,522930,,Point,-80.86788040158359,35.1724186671065,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1579564800000,,1579564800000,14,{92A345B5-0E6E-4F17-87CA-D3C9A89D197A},13B,Simple Assault,20200121-1917-00,35.299116,7400 BALANCING ROCK CT,Outdoors,-80.781887,329,1626,Street/Highway,Open Area,NC,1468368,2020,568561,,Point,-80.7818871252609,35.299115689160516,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1447372800000,1484092800000,1484092800000,21,{AEB6CE03-1CD8-4044-A572-B54C2A0B9528},90Z,All Other Offenses,20170111-0729-04,35.111402,13500 STEELE CREEK RD,Indoors,-80.987509,82,1627,Private Residence,Residential,NC,1405660,2017,501422,28273,Point,-80.98750930342338,35.111401506476476,
Location where officer took report,CHARLOTTE,,Open,Open,Central,1714262400000,,1714262400000,01,{EA4366D3-926E-435D-B587-1E697B72829D},210,Extortion/Blackmail,20240428-1246-00,35.220828,800 E 4TH ST,Outdoors,-80.837702,476,1628,Government Building,Public/Non-Residential,NC,1451190,2024,540377,,Point,-80.8377016387634,35.220828232632385,
Location of occurrence,CHARLOTTE,,Open,Open,Westover,1768867200000,1768867200000,1768867200000,26,{FEACF59F-71BF-4DDE-A515-ADB45B394DD2},23G,Theft of Motor Vehicle Parts from Vehicle,20260120-1721-03,35.167378,1600 MOCKINGBIRD LN,Outdoors,-80.849693,393,1629,Apartment/Duplex Private Res,Residential,NC,1447247,2026,520994,,Point,-80.84969259099493,35.16737787643744,
Location of occurrence,CHARLOTTE,1737504000000,Victim Chose not to Prosecute,Exceptionally Cleared,Metro,1734825600000,1734825600000,1734825600000,02,{C016BFE5-1D89-4E93-A682-2EF2E48F56DF},13A,Aggravated Assault,20241222-1944-03,35.238887,200 AUTEN ST,Indoors,-80.859775,347,1630,Private Residence,Residential,NC,1444722,2024,547071,,Point,-80.85977471743566,35.238886978093475,
Location of occurrence,CHARLOTTE,1565049600000,Cleared by Arrest,Cleared by Arrest,Freedom,1564963200000,,1564963200000,27,{47BB9AF8-6B83-4BCE-881A-8021BE0CABC6},13B,Simple Assault,20190805-1718-00,35.204906,5700 AIRPORT DR,Indoors,-80.928027,114,1631,Private Residence,Residential,NC,1424106,2019,535095,28208,Point,-80.92802722763358,35.20490621315699,
Location of occurrence,CHARLOTTE,1635638400000,Cleared by Arrest,Cleared by Arrest,North Tryon,1635638400000,,1635638400000,07,{31B221CF-36C2-40AD-90ED-A677F9EEB4C1},13A,Aggravated Assault,20211031-0328-00,35.256577,6900 RANDOM PL,Indoors,-80.742893,17,1632,Private Residence,Residential,NC,1479729,2021,552875,28215,Point,-80.74289305892181,35.2565770719453,
Location where officer took report,CHARLOTTE,,Open,Open,University City,1500854400000,1508716800000,1509321600000,14,{A2C48B83-AAF0-4B90-9F98-98DF20C876DC},26B,Credit Card/Teller Fraud,20171030-1923-01,35.329015,5800 PRESCOTT CT,Indoors,-80.799004,264,1633,Private Residence,Residential,NC,1463459,2017,579533,28269,Point,-80.79900356333457,35.32901450138148,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1637625600000,1637625600000,1645056000000,21,{E8D18903-E2DF-4BBA-BCB8-1410C43C499E},250,Counterfeiting/Forgery,20220217-1217-02,35.143544,8100 S TRYON ST,Indoors,-80.929226,96,1634,Other - Retail,Retail,NC,1423314,2022,512774,28273,Point,-80.92922599419197,35.143544308179074,
Location of occurrence,CHARLOTTE,,Open,Open,Freedom,1561161600000,1561161600000,1561161600000,27,{266C6074-6531-41B3-B89D-42458E878BC2},23F,Theft From Motor Vehicle,20190622-1042-02,35.238427,3000 SCOTT FUTRELL DR,Outdoors,-80.912347,387,1635,Hotel/Motel,Commercial Place,NC,1429024,2019,547202,28208,Point,-80.91234714647253,35.23842741410084,
Location of occurrence,CHARLOTTE,1534464000000,Victim Chose not to Prosecute,Exceptionally Cleared,Steele Creek,1526947200000,,1526947200000,21,{6AC747FE-75F1-494F-911B-561122577A74},13C,Intimidation,20180522-1734-01,35.122433,12400 SYLVAN OAK WY,Indoors,-80.970371,68,1636,Private Residence,Residential,NC,1410864,2018,505334,28273,Point,-80.97037102425145,35.12243345131284,
Location where officer took report,CHARLOTTE,,Open,Open,Eastway,1372982400000,1504137600000,1510099200000,06,{A757F565-0D47-4204-97A7-B4449AC3F2B0},26C,Impersonation,20171108-1336-03,35.215635,3900 WOODBRIAR TL,Indoors,-80.761342,389,1637,Private Residence,Residential,NC,1473958,2017,538074,28205,Point,-80.76134205420294,35.21563535923376,
Location where officer took report,CHARLOTTE,,Open,Open,North,1575158400000,1613779200000,1716249600000,11,{4FA77BA1-D5D2-4C3D-8062-FD85280C97AC},26F,Identity Theft,20240521-1212-02,35.343334,8000 TROTTER RD,Other,-80.889112,266,1638,Private Residence,Residential,NC,1436687,2024,585243,28216,Point,-80.8891123024916,35.34333431868612,
Location of occurrence,CHARLOTTE,,Open,Open,Eastway,1702944000000,1703030400000,1703030400000,06,{ADEC3D0D-810B-4B1A-AC73-16962A3B6AF2},220,Burglary/B&E,20231220-0837-02,35.221611,1000 CENTRAL AV,Outdoors,-80.820134,200,1639,Other - Retail,Retail,NC,1456441,2023,540565,28205,Point,-80.82013405724926,35.22161050879861,
Location of occurrence,CHARLOTTE,,Open,Open,Hickory Grove,1508976000000,1509062400000,1509062400000,12,{BC5B9A1D-6A51-4610-AB5B-D3CD040E3C2F},23F,Theft From Motor Vehicle,20171027-1137-02,35.204636,9300 KNOTTY PINE CR,Outdoors,-80.68648,220,1640,Private Residence,Residential,NC,1496246,2017,533683,28227,Point,-80.68648025622063,35.20463556621711,
Location of occurrence,CHARLOTTE,,Open,Open,Eastway,1694649600000,1694649600000,1694649600000,06,{413DF501-0CB2-41D9-8903-AF966A1A6475},23D,Theft From Building,20230914-1932-01,35.212138,4800 CENTRAL AV,Indoors,-80.762753,389,1641,Gas Station,Retail,NC,1473514,2023,536809,28205,Point,-80.76275317964463,35.21213844473302,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1581638400000,1581984000000,1581984000000,01,{DC582AC9-A816-4EAA-A300-94FEACD28D6B},23H,All Other Thefts,20200218-2022-00,35.213535,1000 BAXTER ST,Indoors,-80.840936,3,1642,Apartment/Duplex Private Res,Residential,NC,1450175,2020,537741,,Point,-80.84093593867742,35.213534937542484,
Location of occurrence,CHARLOTTE,,Open,Open,Metro,1665532800000,,1665532800000,02,{7F0D2E09-E819-4C05-88E8-C50FF8D84B02},13A,Aggravated Assault,20221012-2326-02,35.233061,2900 ROXTON CT,Indoors,-80.888658,124,1643,Private Residence,Residential,NC,1436059,2022,545114,,Point,-80.88865778907022,35.233061382302346,
Location of occurrence,CHARLOTTE,,Open,Open,North Tryon,1529452800000,1529452800000,1529452800000,07,{B4AFD7F7-1868-41A2-B7F2-19C9313463A3},23H,All Other Thefts,20180620-1109-00,35.245539,5700 RUTH DR,Indoors,-80.757098,223,1644,Private Residence,Residential,NC,1475418,2018,548933,28215,Point,-80.75709806513541,35.24553868278438,
Location of occurrence,CHARLOTTE,1645488000000,Cleared by Arrest,Cleared by Arrest,North Tryon,1644883200000,1644883200000,1644883200000,07,{70F6CEF0-DEC6-4342-ACFE-5591AEBA710A},23F,Theft From Motor Vehicle,20220215-1146-00,35.280771,5300 EQUIPMENT DR,Parking Lot,-80.79354,328,1645,Hotel/Motel,Commercial Place,NC,1464771,2022,561948,,Point,-80.79354026698839,35.28077051828265,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1546214400000,1546214400000,1546214400000,14,{58316768-3E66-4D56-A60C-DF2C430AACD8},240,Motor Vehicle Theft,20181231-0810-00,35.275506,8000 HEREFORD ST,Outdoors,-80.733872,192,1646,Private Residence,Residential,NC,1482542,2018,559716,28213,Point,-80.73387174505918,35.27550621586005,
Location of occurrence,CHARLOTTE,,Open,Open,South,1750118400000,,1750118400000,22,{B313876C-0009-4BD3-992E-10D298A12AF2},899,Other Unlisted Non-Criminal,20250617-1747-00,35.050294,11400 WHEAT RIDGE RD,Indoors,-80.784502,172,1647,Private Residence,Residential,NC,1465960,2025,478033,28277,Point,-80.78450249787775,35.05029423548448,
Location of occurrence,CHARLOTTE,,Open,Open,Westover,1564185600000,1564185600000,1564272000000,26,{5D51A483-9856-4A6E-9394-63A75EB4FEB4},23H,All Other Thefts,20190728-1413-01,35.17759,300 E WOODLAWN RD,Parking Lot,-80.878563,13,1648,Hotel/Motel,Commercial Place,NC,1438691,2019,524872,28217,Point,-80.87856253243214,35.17759010728389,
Location of occurrence,CHARLOTTE,,Open,Open,Metro,1725840000000,1725926400000,1725926400000,02,{123A0A15-A4BB-497C-A23A-085AAE097819},23F,Theft From Motor Vehicle,20240910-2238-01,35.250476,500 WINSTON ST,Outdoors,-80.821466,369,1649,Apartment/Duplex Private Res,Residential,NC,1456236,2024,551076,28206,Point,-80.82146609068413,35.25047602733315,
Location of occurrence,"CHARLOTTE, NC 28273-9616",,Open,Open,Steele Creek,1726876800000,1726876800000,1726963200000,21,{19A32587-52ED-497B-AB4C-86C4DD7684F0},23C,Shoplifting,20240922-1812-03,35.107469,9500 SOUTH BV,Indoors,-80.881449,142,1650,Other - Retail,Retail,NC,1437345,2024,499373,28273,Point,-80.8814489655382,35.107468966889215,
Location of occurrence,CHARLOTTE,1666915200000,Victim Chose not to Prosecute,Exceptionally Cleared,Eastway,1666656000000,1666656000000,1666656000000,06,{4F9E2E5C-D34A-4714-B046-369762C27E29},13A,Aggravated Assault,20221025-1144-00,35.217966,3000 CENTRAL AV,Indoors,-80.794421,86,1651,Gas Station,Retail,NC,1464095,2022,539099,28205,Point,-80.79442115850141,35.21796594495065,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1625529600000,,1625529600000,14,{351779B9-E5C1-47D2-A6D6-1BDF6AB0CF2C},23H,All Other Thefts,20210706-1816-01,35.299571,400 CLARK BV,Outdoors,-80.756579,331,1652,Private Residence,Residential,NC,1475921,2021,568592,28262,Point,-80.7565786663854,35.29957069991011,
Location where officer took report,CHARLOTTE,1749081600000,Cleared by Other Means,Exceptionally Cleared,Westover,1739491200000,1739491200000,1739491200000,26,{C37814AB-DE28-4375-B518-74257612CEB1},90Z,All Other Offenses,20250214-1704-00,35.177233,4600 MURRAYHILL RD,Outdoors,-80.869658,13,1653,Private Residence,Residential,NC,1441349,2025,524692,,Point,-80.86965762739327,35.1772334824862,
